序号,企业名称,产品名称,产品型号,推荐单位,地区,批次,种类,绿色设计亮点,适用评价标准
21,海信（山东）冰箱有限公司,电冰箱,BCD-321WTVBPI/Q,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
22,海信（山东）冰箱有限公司,电冰箱,BCD-326WTDGVBP,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
23,海信（山东）冰箱有限公司,电冰箱,BCD-331WTDGVBP,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
24,海信（山东）冰箱有限公司,电冰箱,BCD-336WTDGVBP,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
25,海信（山东）冰箱有限公司,电冰箱,BCD-420WTDGVBP,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
26,海信（山东）冰箱有限公司,电冰箱,BCD-451WTDGVBP,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
27,海信（山东）冰箱有限公司,电冰箱,BCD-456WTDGVBP,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
28,海信（山东）冰箱有限公司,电冰箱,BCD-517WTDGVBPI,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
29,海信（山东）冰箱有限公司,电冰箱,BCD-559WTDGVBP/A,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
30,海信（山东）冰箱有限公司,电冰箱,BCD-602WTDGVBP,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
31,海信（山东）冰箱有限公司,电冰箱,BCD-630WTDGVBPI/A,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
32,海信（山东）冰箱有限公司,葡萄酒储藏柜,JC-130TL,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
33,海信（山东）冰箱有限公司,冷柜,BD/BC-160NGT,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
34,海信（山东）冰箱有限公司,冷柜,BCD-187NGT,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
35,海信（山东）冰箱有限公司,冷柜,BD/BC-202NUT（新品）,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
36,海信（山东）冰箱有限公司,冷柜,BD/BC-203NGT,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
37,海信（山东）冰箱有限公司,冷柜,BD/BC-308NUT/HP,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
38,海信（山东）冰箱有限公司,冷柜,BD/BC-209FBKJHC,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
39,海信（山东）冰箱有限公司,电冰箱,BCD-269WTDGVBP,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
40,海信（山东）冰箱有限公司,电冰箱,BCD-555WTDGVBPIV,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
41,海尔智家股份有限公司,无霜冷藏冷冻箱,BCD-476WLDCAU1,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
42,海尔智家股份有限公司,无霜冷藏冷冻箱,BCD-350WLDCF,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
43,海尔智家股份有限公司,无霜冷藏冷冻箱,BCD-218WLDPPU1,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
44,海尔智家股份有限公司,无霜冷藏冷冻箱,BCD-480WLDCQU1,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
45,海尔智家股份有限公司,无霜冷藏冷冻箱,BCD-500WDSKU1,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
46,海尔智家股份有限公司,无霜冷藏冷冻箱,BCD-505WDSKU1,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
47,海尔智家股份有限公司,无霜冷藏冷冻箱,BCD-411WDSKU1,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
48,海尔智家股份有限公司,无霜冷藏冷冻箱,BCD-615WDCZ,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
49,海尔智家股份有限公司,无霜冷藏冷冻箱,BCD-560WDCZ,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
50,海尔智家股份有限公司,无霜冷藏冷冻箱,BCD-501WDCNU1,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
