序号,企业名称,产品名称,产品型号,推荐单位,地区,批次,种类,绿色设计亮点,适用评价标准
9,浙江南都电源动力股份有限公司,铅炭蓄电池,REXC-600,浙江省经济和信息化厅,浙江,2021,86. 铅酸蓄电池（24种）,起动型铅酸蓄电池循环寿命≥220次，动力型≥450次，均高于国家标准要求。废铅酸蓄电池中塑料可回收利用率≥99%，铅可回收利用率为100%。单位产品铅消耗量、取水量、能耗、废水总铅产生量、废气总铅产生量符合《电池行业清洁生产评价指标体系》Ⅰ级要求。," 《绿色设计产品评价技术规范 铅酸蓄电池》(T/CAGP 0022-2017,T/CAB 0022-2017)nan"
10,浙江南都电源动力股份有限公司,高温型阀控式密封铅酸蓄电池,12HTB200F,浙江省经济和信息化厅,浙江,2021,86. 铅酸蓄电池（24种）,起动型铅酸蓄电池循环寿命≥220次，动力型≥450次，均高于国家标准要求。废铅酸蓄电池中塑料可回收利用率≥99%，铅可回收利用率为100%。单位产品铅消耗量、取水量、能耗、废水总铅产生量、废气总铅产生量符合《电池行业清洁生产评价指标体系》Ⅰ级要求。," 《绿色设计产品评价技术规范 铅酸蓄电池》(T/CAGP 0022-2017,T/CAB 0022-2017)nan"
11,浙江古越电源有限公司,汽车蓄电池,6-QAW-180D,浙江省经济和信息化厅,浙江,2021,86. 铅酸蓄电池（24种）,起动型铅酸蓄电池循环寿命≥220次，动力型≥450次，均高于国家标准要求。废铅酸蓄电池中塑料可回收利用率≥99%，铅可回收利用率为100%。单位产品铅消耗量、取水量、能耗、废水总铅产生量、废气总铅产生量符合《电池行业清洁生产评价指标体系》Ⅰ级要求。," 《绿色设计产品评价技术规范 铅酸蓄电池》(T/CAGP 0022-2017,T/CAB 0022-2017)nan"
12,浙江天能汽车电池有限公司,耐振动型起动用铅酸蓄电池,95D31L6-QWLZ-80(620)L,浙江省经济和信息化厅,浙江,2021,86. 铅酸蓄电池（24种）,起动型铅酸蓄电池循环寿命≥220次，动力型≥450次，均高于国家标准要求。废铅酸蓄电池中塑料可回收利用率≥99%，铅可回收利用率为100%。单位产品铅消耗量、取水量、能耗、废水总铅产生量、废气总铅产生量符合《电池行业清洁生产评价指标体系》Ⅰ级要求。," 《绿色设计产品评价技术规范 铅酸蓄电池》(T/CAGP 0022-2017,T/CAB 0022-2017)nan"
13,安徽轰达电源有限公司,电动道路车辆用铅酸蓄电池,6-EVF-58J,安徽省经济和信息化厅,安徽,2021,86. 铅酸蓄电池（24种）,起动型铅酸蓄电池循环寿命≥220次，动力型≥450次，均高于国家标准要求。废铅酸蓄电池中塑料可回收利用率≥99%，铅可回收利用率为100%。单位产品铅消耗量、取水量、能耗、废水总铅产生量、废气总铅产生量符合《电池行业清洁生产评价指标体系》Ⅰ级要求。," 《绿色设计产品评价技术规范 铅酸蓄电池》(T/CAGP 0022-2017,T/CAB 0022-2017)nan"
14,安徽力普拉斯电源技术有限公司,固定型阀控式铅酸蓄电池,GF-300V,安徽省经济和信息化厅,安徽,2021,86. 铅酸蓄电池（24种）,起动型铅酸蓄电池循环寿命≥220次，动力型≥450次，均高于国家标准要求。废铅酸蓄电池中塑料可回收利用率≥99%，铅可回收利用率为100%。单位产品铅消耗量、取水量、能耗、废水总铅产生量、废气总铅产生量符合《电池行业清洁生产评价指标体系》Ⅰ级要求。," 《绿色设计产品评价技术规范 铅酸蓄电池》(T/CAGP 0022-2017,T/CAB 0022-2017)nan"
15,安徽力普拉斯电源技术有限公司,电动道路车辆用铅酸蓄电池,6-EVF-32,安徽省经济和信息化厅,安徽,2021,86. 铅酸蓄电池（24种）,起动型铅酸蓄电池循环寿命≥220次，动力型≥450次，均高于国家标准要求。废铅酸蓄电池中塑料可回收利用率≥99%，铅可回收利用率为100%。单位产品铅消耗量、取水量、能耗、废水总铅产生量、废气总铅产生量符合《电池行业清洁生产评价指标体系》Ⅰ级要求。," 《绿色设计产品评价技术规范 铅酸蓄电池》(T/CAGP 0022-2017,T/CAB 0022-2017)nan"
16,安徽理士电源技术有限公司,煤矿用特殊型铅酸蓄电池,D330KT,安徽省经济和信息化厅,安徽,2021,86. 铅酸蓄电池（24种）,起动型铅酸蓄电池循环寿命≥220次，动力型≥450次，均高于国家标准要求。废铅酸蓄电池中塑料可回收利用率≥99%，铅可回收利用率为100%。单位产品铅消耗量、取水量、能耗、废水总铅产生量、废气总铅产生量符合《电池行业清洁生产评价指标体系》Ⅰ级要求。," 《绿色设计产品评价技术规范 铅酸蓄电池》(T/CAGP 0022-2017,T/CAB 0022-2017)nan"
17,安徽理士电源技术有限公司,固定型阀控式铅酸蓄电池,6-GF-65Ⅴ,安徽省经济和信息化厅,安徽,2021,86. 铅酸蓄电池（24种）,起动型铅酸蓄电池循环寿命≥220次，动力型≥450次，均高于国家标准要求。废铅酸蓄电池中塑料可回收利用率≥99%，铅可回收利用率为100%。单位产品铅消耗量、取水量、能耗、废水总铅产生量、废气总铅产生量符合《电池行业清洁生产评价指标体系》Ⅰ级要求。," 《绿色设计产品评价技术规范 铅酸蓄电池》(T/CAGP 0022-2017,T/CAB 0022-2017)nan"
18,安徽理士电源技术有限公司,起动用铅酸蓄电池,6-QW-70,安徽省经济和信息化厅,安徽,2021,86. 铅酸蓄电池（24种）,起动型铅酸蓄电池循环寿命≥220次，动力型≥450次，均高于国家标准要求。废铅酸蓄电池中塑料可回收利用率≥99%，铅可回收利用率为100%。单位产品铅消耗量、取水量、能耗、废水总铅产生量、废气总铅产生量符合《电池行业清洁生产评价指标体系》Ⅰ级要求。," 《绿色设计产品评价技术规范 铅酸蓄电池》(T/CAGP 0022-2017,T/CAB 0022-2017)nan"
19,河南晶能电源有限公司,电动道路车辆用铅酸蓄电池L3系列产品,12V32AH,河南省工业和信息化厅,河南,2021,86. 铅酸蓄电池（24种）,起动型铅酸蓄电池循环寿命≥220次，动力型≥450次，均高于国家标准要求。废铅酸蓄电池中塑料可回收利用率≥99%，铅可回收利用率为100%。单位产品铅消耗量、取水量、能耗、废水总铅产生量、废气总铅产生量符合《电池行业清洁生产评价指标体系》Ⅰ级要求。," 《绿色设计产品评价技术规范 铅酸蓄电池》(T/CAGP 0022-2017,T/CAB 0022-2017)nan"
20,天能集团（河南）能源科技有限公司,电动三轮车用高性能长寿命铅酸蓄电池,6-EVF-35.5,河南省工业和信息化厅,河南,2021,86. 铅酸蓄电池（24种）,起动型铅酸蓄电池循环寿命≥220次，动力型≥450次，均高于国家标准要求。废铅酸蓄电池中塑料可回收利用率≥99%，铅可回收利用率为100%。单位产品铅消耗量、取水量、能耗、废水总铅产生量、废气总铅产生量符合《电池行业清洁生产评价指标体系》Ⅰ级要求。," 《绿色设计产品评价技术规范 铅酸蓄电池》(T/CAGP 0022-2017,T/CAB 0022-2017)nan"
21,衡阳瑞达电源有限公司,管式胶体铅酸蓄电池,OPzV系列,湖南省工业和信息化厅,湖南,2021,86. 铅酸蓄电池（24种）,起动型铅酸蓄电池循环寿命≥220次，动力型≥450次，均高于国家标准要求。废铅酸蓄电池中塑料可回收利用率≥99%，铅可回收利用率为100%。单位产品铅消耗量、取水量、能耗、废水总铅产生量、废气总铅产生量符合《电池行业清洁生产评价指标体系》Ⅰ级要求。," 《绿色设计产品评价技术规范 铅酸蓄电池》(T/CAGP 0022-2017,T/CAB 0022-2017)nan"
22,湖南瓦力能源科技有限公司,动力型铅酸蓄电池,"D330KT,D385KT,D440KT,D560KT,DM330KT,DM385KT,DM440KT,DM560KT,D630KT,D730KT,D800KT,D880KT",湖南省工业和信息化厅,湖南,2021,86. 铅酸蓄电池（24种）,起动型铅酸蓄电池循环寿命≥220次，动力型≥450次，均高于国家标准要求。废铅酸蓄电池中塑料可回收利用率≥99%，铅可回收利用率为100%。单位产品铅消耗量、取水量、能耗、废水总铅产生量、废气总铅产生量符合《电池行业清洁生产评价指标体系》Ⅰ级要求。," 《绿色设计产品评价技术规范 铅酸蓄电池》(T/CAGP 0022-2017,T/CAB 0022-2017)nan"
23,肇庆理士电源技术有限公司,汽车起动用铅酸蓄电池,6-QW-40,广东省工业和信息化厅,广东,2021,86. 铅酸蓄电池（24种）,起动型铅酸蓄电池循环寿命≥220次，动力型≥450次，均高于国家标准要求。废铅酸蓄电池中塑料可回收利用率≥99%，铅可回收利用率为100%。单位产品铅消耗量、取水量、能耗、废水总铅产生量、废气总铅产生量符合《电池行业清洁生产评价指标体系》Ⅰ级要求。," 《绿色设计产品评价技术规范 铅酸蓄电池》(T/CAGP 0022-2017,T/CAB 0022-2017)nan"
24,肇庆理士电源技术有限公司,通用阀控式铅酸蓄电池,6-F-9,广东省工业和信息化厅,广东,2021,86. 铅酸蓄电池（24种）,起动型铅酸蓄电池循环寿命≥220次，动力型≥450次，均高于国家标准要求。废铅酸蓄电池中塑料可回收利用率≥99%，铅可回收利用率为100%。单位产品铅消耗量、取水量、能耗、废水总铅产生量、废气总铅产生量符合《电池行业清洁生产评价指标体系》Ⅰ级要求。," 《绿色设计产品评价技术规范 铅酸蓄电池》(T/CAGP 0022-2017,T/CAB 0022-2017)nan"
1,辽宁顺风新材料科技有限公司,珍珠漆,C-1070Z,辽宁省工业和信息化厅,辽宁,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
2,辽宁意邦新型材料科技集团有限公司,真石漆(合成树脂乳液砂壁状建筑涂料),YBJZ-ZS01,辽宁省工业和信息化厅,辽宁,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
3,紫荆花涂料（上海）有限公司,水性建筑涂料,超护家系列宠安抗菌墙面漆,上海市经济和信息化委员会,上海,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
4,紫荆花涂料（上海）有限公司,水性建筑涂料,超护家系列舒敏抗菌墙面漆,上海市经济和信息化委员会,上海,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
5,紫荆花涂料（上海）有限公司,水性建筑涂料,超护家系列护家抗菌墙面漆,上海市经济和信息化委员会,上海,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
6,紫荆花涂料（上海）有限公司,水性建筑涂料,贝倍安儿童漆,上海市经济和信息化委员会,上海,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
7,紫荆花涂料（上海）有限公司,水性建筑涂料,超·净味PLUS御污光波墙面漆,上海市经济和信息化委员会,上海,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
8,紫荆花涂料（上海）有限公司,水性建筑涂料,超·净味PLUS净味原力墙面漆,上海市经济和信息化委员会,上海,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
9,紫荆花涂料（上海）有限公司,水性建筑涂料,超·净味PLUS抑菌粒子墙面漆,上海市经济和信息化委员会,上海,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
10,紫荆花涂料（上海）有限公司,水性建筑涂料,超·净味PLUS固色屏障阳台漆,上海市经济和信息化委员会,上海,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
11,上海巴德士化工新材料有限公司,水性建筑涂料,净味水漆3合1内墙水漆,上海市经济和信息化委员会,上海,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
12,上海巴德士化工新材料有限公司,水性建筑涂料,净味水漆美佳丽内墙水漆,上海市经济和信息化委员会,上海,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
13,上海巴德士化工新材料有限公司,水性建筑涂料,净味水漆,上海市经济和信息化委员会,上海,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
14,江苏久诺建材科技股份有限公司,久诺真石漆,外墙单彩真石漆,江苏省工业和信息化厅,江苏,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
15,苏州大乘环保新材有限公司,通用外墙涂料,T系列,江苏省工业和信息化厅,江苏,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
16,浙江华德新材料有限公司,华德防霉抗菌墙面漆,HDJ-102,浙江省经济和信息化厅,浙江,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
17,浙江华德新材料有限公司,华德净味抗碱底漆,HDJ-008,浙江省经济和信息化厅,浙江,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
18,山东齐鲁漆业有限公司,水性建筑涂料,QLSJ-20,山东省工业和信息化厅,山东,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
19,湖南国彩新材料有限公司,反射保温隔热涂料,GW023,湖南省工业和信息化厅,湖南,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
20,湖南福湘涂料股份有限公司,竹炭抗菌内墙水漆,FX-L6702,湖南省工业和信息化厅,湖南,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
21,湖南漆雕氏制造股份有限公司,隔热保温-大理石涂料,QDS-BW003,湖南省工业和信息化厅,湖南,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
22,湖南省高禹涂料科技有限公司,建筑反射隔热涂料,HY-503,湖南省工业和信息化厅,湖南,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
23,广东嘉宝莉科技材料有限公司,小清新多功能墙面漆,小清新优悦全效墙面漆（KRM9222）；小清新多效抗菌无添加墙面漆（KRM7242、KRM7245）；小清新竹炭易洁多功能墙面漆（KRM5258、KRM5265）,广东省工业和信息化厅,广东,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
24,广东嘉宝莉科技材料有限公司,净味无添加墙面漆,金装净味无添加抗甲醛全效墙面漆（KRM7152、KRM7155）；精选金装净味五合一无添加墙面漆（KRM4512）；精选竹炭净味五合一无添加墙面漆（KRM4522）；净味无添加亮洁抗污5合1墙面漆（KRM6152、KRM6155）,广东省工业和信息化厅,广东,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
25,广东嘉宝莉科技材料有限公司,源生萃金装全效无添加墙面漆,KRM9121、KRM9125、KRM9126,广东省工业和信息化厅,广东,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
26,广东嘉宝莉科技材料有限公司,海藻泥3代抗菌净醛5合1墙面漆,KRM9162、KRM9165、KRM9166,广东省工业和信息化厅,广东,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
27,广东嘉宝莉科技材料有限公司,康惠家净味多效合一墙面漆,康惠家净味抗污5合1墙面漆（JRM4520、JRM4528）；康惠家净味亮显3合1墙面漆（JRM3520）,广东省工业和信息化厅,广东,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
28,广东嘉宝莉科技材料有限公司,净味系列墙面漆,草本净味醛净5合1墙面漆（KRM6162、KRM6166）；草本净味抗菌3合1墙面漆（KRM4162、KRM4166）；净味优美520竹炭净醛墙面漆（KRM6142）；净味竹炭320优越防霉墙面漆（KRM4142、KRM4146）；精选竹炭抗菌净味二合一墙面漆（KRM3512）,广东省工业和信息化厅,广东,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
29,嘉宝莉化工集团股份有限公司,高级内墙抗碱底漆,AN203、 EAN203,广东省工业和信息化厅,广东,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
30,嘉宝莉化工集团股份有限公司,高级内墙乳胶漆,ENM300,广东省工业和信息化厅,广东,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
31,新疆屯河涂料有限公司,全效净味高级漆,DTR101,新疆维吾尔自治区工业和信息化厅,新疆,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
32,新疆屯河涂料有限公司,全效净味高级漆,DTR102,新疆维吾尔自治区工业和信息化厅,新疆,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
33,新疆屯河涂料有限公司,全效净味高级漆,DTR103,新疆维吾尔自治区工业和信息化厅,新疆,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
34,厦门环信达化工有限公司,超耐候外墙涂料,Bower-W50-02,厦门市工业和信息化局,厦门,2021,87. 水性建筑涂料（34种）,"水的重复利用率≥80%，废水COD排放≤60mg/L或当地标准，VOC含量≤50g/L,甲醛释放量≤0.1mg/m3,可溶性重金属含量均≤20mg/kg，六价铬≤2.0mg/kg，在产品的使用中对人体的健康损害影响很小。", 《绿色设计产品评价技术规范 水性建筑涂料》(HG/T 5682-2020)nan
1,赛轮（沈阳）轮胎有限公司,全钢丝载重汽车子午线轮胎,11R22.5,辽宁省工业和信息化厅,辽宁,2021,88. 汽车轮胎（14种）,"汽车轮胎成品胎不同部位取样多环芳烃产生的Hbay含量≤0.35%（wt），铅、汞及六价铬含量≤0.1%（wt），镉含量≤0.01%（wt），要求使用环保助剂，环保操作油苯并（a）芘＜1mg/kg，8种多环芳烃总含量＜10mg/kg；轮胎性能限值要求方面，按照《轮胎分级标准 T/CRIA 11003-2016》，C1,C2轮胎滚动阻力和湿滑性能限值符合C级以上，C3轮胎D级以上，滚动噪音符合ECE R117第一阶段的限值要求；对资源能源消耗、资源重复利用及污染物排放规定相应限值。", 《绿色设计产品评价技术规范 汽车轮胎》(HG/T 5864-2021)nan
2,赛轮（沈阳）轮胎有限公司,全钢丝载重汽车子午线轮胎,13R22.5,辽宁省工业和信息化厅,辽宁,2021,88. 汽车轮胎（14种）,"汽车轮胎成品胎不同部位取样多环芳烃产生的Hbay含量≤0.35%（wt），铅、汞及六价铬含量≤0.1%（wt），镉含量≤0.01%（wt），要求使用环保助剂，环保操作油苯并（a）芘＜1mg/kg，8种多环芳烃总含量＜10mg/kg；轮胎性能限值要求方面，按照《轮胎分级标准 T/CRIA 11003-2016》，C1,C2轮胎滚动阻力和湿滑性能限值符合C级以上，C3轮胎D级以上，滚动噪音符合ECE R117第一阶段的限值要求；对资源能源消耗、资源重复利用及污染物排放规定相应限值。", 《绿色设计产品评价技术规范 汽车轮胎》(HG/T 5864-2021)nan
